Name_of_image,statua,x1,y1,x2,y2,x3,y3,x4,y4,vxx1,vxy1,vxx2,vxy2,vxx3,vxy3,vxx4,vxy4,vyx1,vyy1,vyx2,vyy2,vyx3,vyy3,vyx4,vyy4
color_0000.png,V,288,67,287,114,345,113,405,110,17,0,18,-1,17,-1,17,-1,0,-13,0,-14,-1,-14,-2,-14
color_0001.png,V,317,73,316,125,380,125,446,121,18,0,19,-1,19,-1,19,-1,0,-14,0,-16,-1,-15,-2,-15
color_0002.png,V,346,80,345,136,415,136,487,132,20,0,21,-1,21,-1,21,-1,0,-15,0,-17,-1,-17,-2,-17
color_0003.png,V,376,87,374,148,451,148,528,143,22,0,23,-1,23,-1,22,-1,0,-17,0,-19,-1,-18,-3,-18
color_0004.png,V,405,94,404,159,486,159,569,155,23,0,25,-1,24,-1,24,-1,0,-18,0,-20,-1,-20,-3,-20
color_0005.png,V,435,101,433,171,521,171,610,166,25,-1,26,-1,26,-1,26,-1,0,-19,0,-21,-2,-21,-3,-21
color_0006.png,V,465,107,463,182,556,182,651,177,27,-1,28,-1,28,-1,27,-1,0,-21,0,-23,-2,-22,-3,-22
color_0007.png,V,494,114,492,194,592,194,693,188,28,-1,30,-1,29,-1,29,-1,0,-22,0,-24,-2,-24,-3,-24
color_0008.png,V,524,121,522,205,627,205,734,200,30,-1,32,-1,31,-1,31,-1,0,-23,0,-26,-2,-25,-3,-25
color_0009.png,V,553,128,551,217,662,217,775,211,32,-1,33,-1,33,-1,33,-1,0,-24,0,-27,-2,-27,-4,-26
color_0010.png,V,555,128,552,217,663,217,776,212,32,0,33,-1,33,-1,33,-1,0,-24,0,-27,-2,-27,-4,-26
color_0011.png,V,556,129,553,217,664,218,777,212,32,0,33,-1,33,-1,33,-1,0,-24,0,-27,-2,-27,-3,-26
color_0012.png,V,557,129,554,218,665,218,777,213,32,0,33,-1,33,-1,33,-1,0,-24,0,-27,-2,-27,-3,-26
color_0013.png,V,558,129,555,218,666,219,778,214,32,0,33,-1,33,0,33,-1,0,-24,0,-27,-2,-27,-3,-26
